extracted,url,best_term,best_cosine,matched_terms
news security and risk 2016 digital identity trends,https://www.pymnts.com/news/security-and-risk/2016/digital-identity-trends/,Digital Identity,0.6439036,Digital Identity
internet of things 2016 how visa and intel are creating a security standard for the iot,https://www.pymnts.com/internet-of-things/2016/how-visa-and-intel-are-creating-a-security-standard-for-the-iot/,Internet Of Things (IOT) Security,0.6477902,Internet Of Things (IOT) Security
news cross border commerce 2016 cross border blockchain,https://www.pymnts.com/news/cross-border-commerce/2016/cross-border-blockchain/,Cross-Border Transactions,0.63960725,Cross Border; Cross-Border Transactions
internet of things 2016 futureproofing the security of iot,https://www.pymnts.com/internet-of-things/2016/futureproofing-the-security-of-iot/,Internet Of Things (IOT) Security,0.76569945,Internet Of Things (IOT); Internet Of Things (IOT) Security
financial inclusion 3 2016 financial inclusion via digital identity,https://www.pymnts.com/financial-inclusion-3/2016/financial-inclusion-via-digital-identity/,Digital Identity,0.60842645,Digital Identity
news security and risk 2016 box enhances security of its cloud product,https://www.pymnts.com/news/security-and-risk/2016/box-enhances-security-of-its-cloud-product/,Cloud Security,0.6114819,Cloud Security
internet of things 2016 wisekey delivers ai in iot cybersecurity platform,https://www.pymnts.com/internet-of-things/2016/wisekey-delivers-ai-in-iot-cybersecurity-platform/,Internet Of Things (IOT) Security,0.6059559,Internet Of Things (IOT) Security
news omnicommerce 2016 consumers increasingly considering omnichannel as a deciding factor,https://www.pymnts.com/news/omnicommerce/2016/consumers-increasingly-considering-omnichannel-as-a-deciding-factor/,Omnichannel,0.61692774,Omnichannel
news banking 2016 fintech doing a better job than traditional financial services,https://www.pymnts.com/news/banking/2016/fintech-doing-a-better-job-than-traditional-financial-services/,Fintech,0.62770283,Fintech
fraud prevention 2016 fighting online fraud through edna,https://www.pymnts.com/fraud-prevention/2016/fighting-online-fraud-through-edna/,Fraud Prevention,0.6425732,Fraud Prevention; Fraud Prevention Software
news security and risk 2016 hackers are using the iot to test stolen passwords,https://www.pymnts.com/news/security-and-risk/2016/hackers-are-using-the-iot-to-test-stolen-passwords/,Internet Of Things (IOT) Security,0.614842,Internet Of Things (IOT) Security
internet of things 2016 sense on the internet of few things,https://www.pymnts.com/internet-of-things/2016/sense-on-the-internet-of-few-things/,Internet Of Things (IOT),0.63146067,Internet Of Things (IOT)
internet of things 2016 e u crafting new security rules after iot debacle,https://www.pymnts.com/internet-of-things/2016/e-u-crafting-new-security-rules-after-iot-debacle/,Internet Of Things (IOT) Security,0.67420864,Internet Of Things (IOT) Security
news cross border commerce 2016 halloween cross border commerce,https://www.pymnts.com/news/cross-border-commerce/2016/halloween-cross-border-commerce/,Cross Border,0.6101093,Cross Border
internet of things 2016 self driving cars iot,https://www.pymnts.com/internet-of-things/2016/self-driving-cars-iot/,Internet Of Things (IOT),0.641291,Internet Of Things (IOT); Internet Of Things (IOT) Security
news cross border commerce 2016 united states cross border,https://www.pymnts.com/news/cross-border-commerce/2016/united-states-cross-border/,Cross Border,0.6488568,Cross Border; Cross-Border Transactions
news omnicommerce 2016 omnicommerce retail software omnichannel,https://www.pymnts.com/news/omnicommerce/2016/omnicommerce-retail-software-omnichannel/,Omnichannel,0.61814225,Omnichannel
news security and risk 2016 smartphone digital identity,https://www.pymnts.com/news/security-and-risk/2016/smartphone-digital-identity/,Digital Identity,0.6226842,Digital Identity
news security and risk 2016 smartphone security digital identity,https://www.pymnts.com/news/security-and-risk/2016/smartphone-security-digital-identity/,Mobile Security,0.62158424,Mobile Security
internet of things 2016 baby connected devices iot,https://www.pymnts.com/internet-of-things/2016/baby-connected-devices-iot/,Internet Of Things (IOT),0.6821275,Internet Of Things (IOT); Internet Of Things (IOT) Security
news security and risk 2016 connected devices iot massive ddos attacks,https://www.pymnts.com/news/security-and-risk/2016/connected-devices-iot-massive-ddos-attacks/,Internet Of Things (IOT) Security,0.60141593,Internet Of Things (IOT) Security
internet of things 2016 baby iot connected devices,https://www.pymnts.com/internet-of-things/2016/baby-iot-connected-devices/,Internet Of Things (IOT),0.68883467,Internet Of Things (IOT); Internet Of Things (IOT) Security
news payment methods 2016 eba clearing growth interest pan european instant payment service psp,https://www.pymnts.com/news/payment-methods/2016/eba-clearing-growth-interest-pan-european-instant-payment-service-psp/,Payment Services Provider (PSP),0.61430407,Payment Services Provider (PSP)
internet of things 2016 internet of things health care ecosystem,https://www.pymnts.com/internet-of-things/2016/internet-of-things-health-care-ecosystem/,Internet Of Things (IOT),0.6085593,Internet Of Things (IOT)
internet of things 2016 command center iot,https://www.pymnts.com/internet-of-things/2016/command-center-iot/,Internet Of Things (IOT),0.6460832,Internet Of Things (IOT); Internet Of Things (IOT) Security
news cross border commerce 2016 internet cross border trade,https://www.pymnts.com/news/cross-border-commerce/2016/internet-cross-border-trade/,Cross Border,0.6252852,Cross Border; Cross-Border Transactions
news ecommerce 2016 200 fake ecommerce companies identified,https://www.pymnts.com/news/ecommerce/2016/200-fake-ecommerce-companies-identified/,E-commerce Fraud,0.61243516,E-commerce Fraud
news alternative financial services 2016 financial fiefdom fintech,https://www.pymnts.com/news/alternative-financial-services/2016/financial-fiefdom-fintech/,Fintech,0.653851,Fintech
news security and risk 2016 wearable biometric authentication security,https://www.pymnts.com/news/security-and-risk/2016/wearable-biometric-authentication-security/,Biometric Authentication,0.6053847,Biometric Authentication
innovation 2016 fintech federation innotribe innovate finance,https://www.pymnts.com/innovation/2016/fintech-federation-innotribe-innovate-finance/,Fintech,0.6331793,Fintech
internet of things 2016 iot internet of things pet food payments,https://www.pymnts.com/internet-of-things/2016/iot-internet-of-things-pet-food-payments/,Internet Of Things (IOT),0.6465935,Internet Of Things (IOT); Internet Of Things (IOT) Security
internet of things 2016 intel says iot protect consumer card data,https://www.pymnts.com/internet-of-things/2016/intel-says-iot-protect-consumer-card-data/,Internet Of Things (IOT) Security,0.6699857,Internet Of Things (IOT); Internet Of Things (IOT) Security
news security and risk 2016 security researcher scammer ransomware infection,https://www.pymnts.com/news/security-and-risk/2016/security-researcher-scammer-ransomware-infection/,Ransomware,0.6077909,Ransomware
 security and risk 2,https://www.pymnts.com/tag/security-and-risk-2/,Risk Assessment,0.6175647,Risk Assessment
internet of things 2016 consumers iot mobile payments,https://www.pymnts.com/internet-of-things/2016/consumers-iot-mobile-payments/,Internet Of Things (IOT),0.62196887,Internet Of Things (IOT)
internet of things 2016 olympians internet of things,https://www.pymnts.com/internet-of-things/2016/olympians-internet-of-things/,Internet Of Things (IOT),0.6061791,Internet Of Things (IOT)
news cross border commerce 2016 hyperwallet gig economy cross border payments,https://www.pymnts.com/news/cross-border-commerce/2016/hyperwallet-gig-economy-cross-border-payments/,Cross-Border Transactions,0.6277316,Cross-Border Transactions
news cross border commerce 2016 x border olympics commerce,https://www.pymnts.com/news/cross-border-commerce/2016/x-border-olympics-commerce/,Cross Border,0.63107246,Cross Border
news security and risk 2016 socure clarifies blurred lines of digital identity authentication,https://www.pymnts.com/news/security-and-risk/2016/socure-clarifies-blurred-lines-of-digital-identity-authentication/,Digital Identity,0.6283198,Digital Identity
news security and risk 2016 loyalty points fraud prevention cybersource,https://www.pymnts.com/news/security-and-risk/2016/loyalty-points-fraud-prevention-cybersource/,Loyalty Points Fraud,0.6392869,Loyalty Points Fraud
news security and risk 2016 digital identity fraud authentication,https://www.pymnts.com/news/security-and-risk/2016/digital-identity-fraud-authentication/,Digital Identity,0.62659615,Digital Identity
news security and risk 2016 iot security black hat conference,https://www.pymnts.com/news/security-and-risk/2016/iot-security-black-hat-conference/,Internet Of Things (IOT) Security,0.6134906,Internet Of Things (IOT) Security
news security and risk 2016 credit card fraud complaints,https://www.pymnts.com/news/security-and-risk/2016/credit-card-fraud-complaints/,Credit Card Fraud,0.6411563,Credit Card Fraud
news security and risk 2016 fbi cyber incident threat response,https://www.pymnts.com/news/security-and-risk/2016/fbi-cyber-incident-threat-response/,Security Incident Response,0.6244483,Security Incident Response
internet of things 2016 sounding off on the future of iot,https://www.pymnts.com/internet-of-things/2016/sounding-off-on-the-future-of-iot/,Internet Of Things (IOT),0.6601298,Internet Of Things (IOT); Internet Of Things (IOT) Security
news cross border commerce 2016 cross border freight shipping,https://www.pymnts.com/news/cross-border-commerce/2016/cross-border-freight-shipping/,Cross Border,0.64216995,Cross Border
internet of things 2016 intel smart home internet of things,https://www.pymnts.com/internet-of-things/2016/intel-smart-home-internet-of-things/,Internet Of Things (IOT),0.6492555,Internet Of Things (IOT)
internet of things 2016 iot connectivity cloud technology,https://www.pymnts.com/internet-of-things/2016/iot-connectivity-cloud-technology/,Internet Of Things (IOT),0.7053251,Internet Of Things (IOT); Internet Of Things (IOT) Security
news security and risk 2016 kyc security digital identity,https://www.pymnts.com/news/security-and-risk/2016/kyc-security-digital-identity/,Digital Identity,0.62454313,Digital Identity
news security and risk 2016 g2 web services suspicious activity reporting,https://www.pymnts.com/news/security-and-risk/2016/g2-web-services-suspicious-activity-reporting/,Suspicious Activity Report (SAR),0.60729784,Suspicious Activity Report (SAR)
news security and risk 2016 fbi photo database facial recognition,https://www.pymnts.com/news/security-and-risk/2016/fbi-photo-database-facial-recognition/,Facial Recognition,0.60973376,Facial Recognition
internet of things 2016 nokia iot management enterprise iot,https://www.pymnts.com/internet-of-things/2016/nokia-iot-management-enterprise-iot/,Internet Of Things (IOT),0.64250785,Internet Of Things (IOT); Internet Of Things (IOT) Security
news security and risk 2016 fbi hackers wire fraud,https://www.pymnts.com/news/security-and-risk/2016/fbi-hackers-wire-fraud/,Wire Fraud,0.60941684,Wire Fraud
news security and risk 2016 fintech digital identity authentication issues,https://www.pymnts.com/news/security-and-risk/2016/fintech-digital-identity-authentication-issues/,Fintech Fraud,0.6171035,Digital Identity; Fintech Fraud
internet of things 2016 iot monetization consumer relationships subscription retail,https://www.pymnts.com/internet-of-things/2016/iot-monetization-consumer-relationships-subscription-retail/,Internet Of Things (IOT),0.6248653,Internet Of Things (IOT)
news security and risk 2016 mobile phone id hacking,https://www.pymnts.com/news/security-and-risk/2016/mobile-phone-id-hacking/,Mobile Phone Fraud,0.62999165,Mobile Phone Fraud
news security and risk 2016 consumer authentication challenges,https://www.pymnts.com/news/security-and-risk/2016/consumer-authentication-challenges/,Consumer Authentication,0.61080706,Consumer Authentication
news security and risk 2016 benjamin lawsky multifactor authentication,https://www.pymnts.com/news/security-and-risk/2016/benjamin-lawsky-multifactor-authentication/,Multi-Factor Authentication,0.64956903,Multi-Factor Authentication
news cross border commerce 2016 aci worldwide cross border payments solution,https://www.pymnts.com/news/cross-border-commerce/2016/aci-worldwide-cross-border-payments-solution/,Cross-Border Transactions,0.6053213,Cross-Border Transactions
internet of things 2016 intel iot real sense technology,https://www.pymnts.com/internet-of-things/2016/intel-iot-real-sense-technology/,Internet Of Things (IOT),0.623848,Internet Of Things (IOT)
news cross border commerce 2016 merchant tools x border commerce,https://www.pymnts.com/news/cross-border-commerce/2016/merchant-tools-x-border-commerce/,Cross Border,0.60403967,Cross Border
news cross border commerce 2016 x border sales dream team,https://www.pymnts.com/news/cross-border-commerce/2016/x-border-sales-dream-team/,Cross Border,0.6120913,Cross Border
news mobile commerce 2016 delta mobile security,https://www.pymnts.com/news/mobile-commerce/2016/delta-mobile-security/,Mobile Security,0.6578346,Mobile Security
identity theft 2016 identity theft data breach reporting,https://www.pymnts.com/identity-theft/2016/identity-theft-data-breach-reporting/,Identity Theft,0.6357902,Identity Fraud; Identity Theft; Medical Identity Theft; Tax Identity Theft
news security and risk 2016 card skimmer walmart emv,https://www.pymnts.com/news/security-and-risk/2016/card-skimmer-walmart-emv/,Payment Card Skimmers,0.6765705,Payment Card Skimmers
news cross border commerce 2016 eu cross border commerce rules,https://www.pymnts.com/news/cross-border-commerce/2016/eu-cross-border-commerce-rules/,Cross Border,0.60499024,Cross Border; Cross-Border Transactions
internet of things 2016 internet of things powered banking,https://www.pymnts.com/internet-of-things/2016/internet-of-things-powered-banking/,Internet Of Things (IOT),0.63082063,Internet Of Things (IOT); Internet Of Things (IOT) Security
uthentication 2016 evolution of authentication,https://www.pymnts.com/authentication/2016/evolution-of-authentication/,Active Authentication,0.6002411,Active Authentication
news regulation 2016 serious fraud office blockbuster funding sfo,https://www.pymnts.com/news/regulation/2016/serious-fraud-office-blockbuster-funding-sfo/,Serious Fraud Office (SFO),0.66260153,Serious Fraud Office (SFO)
news security and risk 2016 malicious botnets distil networks,https://www.pymnts.com/news/security-and-risk/2016/malicious-botnets-distil-networks/,Botnet,0.6255389,Botnet
news security and risk 2016 data breaches hacker,https://www.pymnts.com/news/security-and-risk/2016/data-breaches-hacker/,Data Breaches,0.60378176,Data Breaches
internet of things 2016 iot smart home knocki,https://www.pymnts.com/internet-of-things/2016/iot-smart-home-knocki/,Internet Of Things (IOT),0.63919497,Internet Of Things (IOT); Internet Of Things (IOT) Security
news security and risk 2016 malware atm skimming,https://www.pymnts.com/news/security-and-risk/2016/malware-atm-skimming/,Payment Card Skimmers,0.6430031,Payment Card Skimmers
internet of things 2016 creditcall iot security standardization payments terminals,https://www.pymnts.com/internet-of-things/2016/creditcall-iot-security-standardization-payments-terminals/,Internet Of Things (IOT) Security,0.6164828,Internet Of Things (IOT) Security
news mobile payments 2016 biometrics mobile payments authentication,https://www.pymnts.com/news/mobile-payments/2016/biometrics-mobile-payments-authentication/,Biometric Authentication,0.6045315,Biometric Authentication
news fintech investments 2016 millennials fintech apps,https://www.pymnts.com/news/fintech-investments/2016/millennials-fintech-apps/,Fintech,0.6195017,Fintech
news security and risk 2016 cyber insurance 5 billion premiums,https://www.pymnts.com/news/security-and-risk/2016/cyber-insurance-5-billion-premiums/,Cybersecurity Insurance,0.6558861,Cybersecurity Insurance
internet of things 2016 intel iot car commerce,https://www.pymnts.com/internet-of-things/2016/intel-iot-car-commerce/,Internet Of Things (IOT),0.65553594,Internet Of Things (IOT); Internet Of Things (IOT) Security
internet of things 2016 from pos to starship enterprise baltimore stadiums engaging iot warp speed drive,https://www.pymnts.com/internet-of-things/2016/from-pos-to-starship-enterprise-baltimore-stadiums-engaging-iot-warp-speed-drive/,Internet Of Things (IOT),0.6046578,Internet Of Things (IOT)
internet of things 2016 samsung launches iot cloud platform,https://www.pymnts.com/internet-of-things/2016/samsung-launches-iot-cloud-platform/,Internet Of Things (IOT),0.6101355,Internet Of Things (IOT)
internet of things 2016 att betting big on iot,https://www.pymnts.com/internet-of-things/2016/att-betting-big-on-iot/,Internet Of Things (IOT),0.6198594,Internet Of Things (IOT)
news security and risk 2016 is iot the next ransomware victim,https://www.pymnts.com/news/security-and-risk/2016/is-iot-the-next-ransomware-victim/,Internet Of Things (IOT) Security,0.6006339,Internet Of Things (IOT) Security
news international 2016 china regulators target fly by night fintechs,https://www.pymnts.com/news/international/2016/china-regulators-target-fly-by-night-fintechs/,Fintech Fraud,0.6047871,Fintech Fraud
internet of things 2016 the iot goes shopping,https://www.pymnts.com/internet-of-things/2016/the-iot-goes-shopping/,Internet Of Things (IOT),0.67574334,Internet Of Things (IOT); Internet Of Things (IOT) Security
fraud prevention 2016 electronics retailer seeing and fighting increasing number of fraud attacks,https://www.pymnts.com/fraud-prevention/2016/electronics-retailer-seeing-and-fighting-increasing-number-of-fraud-attacks/,E-commerce Fraud,0.6395342,E-commerce Fraud; Fraud Prevention; Fraud Prevention Software
internet of things 2016 turning inventory into its own internet of things,https://www.pymnts.com/internet-of-things/2016/turning-inventory-into-its-own-internet-of-things/,Internet Of Things (IOT),0.63660705,Internet Of Things (IOT)
news security and risk 2016 at home iot security has more holes than swiss cheese,https://www.pymnts.com/news/security-and-risk/2016/at-home-iot-security-has-more-holes-than-swiss-cheese/,Internet Of Things (IOT) Security,0.6100991,Internet Of Things (IOT) Security
news security and risk 2016 hackers deliver ransomware with customer service,https://www.pymnts.com/news/security-and-risk/2016/hackers-deliver-ransomware-with-customer-service/,Ransomware,0.6029418,Ransomware
news omnicommerce 2016 how auto parts go omnichannel,https://www.pymnts.com/news/omnicommerce/2016/how-auto-parts-go-omnichannel/,Omnichannel,0.6149471,Omnichannel
internet of things 2016 intel keeps an eye on iot safety with yogitech acquisition,https://www.pymnts.com/internet-of-things/2016/intel-keeps-an-eye-on-iot-safety-with-yogitech-acquisition/,Internet Of Things (IOT) Security,0.62941754,Internet Of Things (IOT) Security
internet of things 2016 shell pumps more for less with iot,https://www.pymnts.com/internet-of-things/2016/shell-pumps-more-for-less-with-iot/,Internet Of Things (IOT),0.6273237,Internet Of Things (IOT)
in depth 2015 a fuller picture for fraud detection,https://www.pymnts.com/in-depth/2015/a-fuller-picture-for-fraud-detection/,Fraud Detection,0.66223204,Fraud Detection; Fraud Detection Software
payments as a service 2016 getting to the point of sale,https://www.pymnts.com/payments-as-a-service/2016/getting-to-the-point-of-sale/,Payment Gateway,0.6168605,Payment Gateway; Payment Services Provider (PSP)
news digital banking 2016 digital identity the trusted way,https://www.pymnts.com/news/digital-banking/2016/digital-identity-the-trusted-way/,Digital Identity,0.6661495,Digital Identity
internet of things 2016 ftc on iot attempting to reign in the wild west of things,https://www.pymnts.com/internet-of-things/2016/ftc-on-iot-attempting-to-reign-in-the-wild-west-of-things/,Internet Of Things (IOT) Security,0.63451886,Internet Of Things (IOT); Internet Of Things (IOT) Security
internet of things 2016 how to protect consumers from iot vulnerabilities the ftc weighs in,https://www.pymnts.com/internet-of-things/2016/how-to-protect-consumers-from-iot-vulnerabilities-the-ftc-weighs-in/,Internet Of Things (IOT) Security,0.6576545,Internet Of Things (IOT) Security
download feedzai machine learning for fraud prevention,https://www.pymnts.com/download-feedzai-machine-learning-for-fraud-prevention/,Fraud Detection Software,0.62419516,Fraud Detection; Fraud Detection Software
news omnicommerce 2016 omnichannel and avoiding a mulit directional fail,https://www.pymnts.com/news/omnicommerce/2016/omnichannel-and-avoiding-a-mulit-directional-fail/,Omnichannel,0.60550857,Omnichannel
news security and risk 2016 ransomware campaign targets mac users,https://www.pymnts.com/news/security-and-risk/2016/ransomware-campaign-targets-mac-users/,Ransomware,0.6062259,Ransomware
internet of things 2016 billboards finally enter the iot age,https://www.pymnts.com/internet-of-things/2016/billboards-finally-enter-the-iot-age/,Internet Of Things (IOT),0.62270665,Internet Of Things (IOT)
download transaction laundering case study,https://www.pymnts.com/download-transaction-laundering-case-study/,Money Laundering,0.61129266,Money Laundering
internet of things 2016 flex on iot the 5 biggest opportunities,https://www.pymnts.com/internet-of-things/2016/flex-on-iot-the-5-biggest-opportunities/,Internet Of Things (IOT),0.6158312,Internet Of Things (IOT)
internet of things 2016 iot the intelligence of things,https://www.pymnts.com/internet-of-things/2016/iot-the-intelligence-of-things/,Internet Of Things (IOT),0.6966078,Internet Of Things (IOT); Internet Of Things (IOT) Security
news cross border commerce 2016 paying for milestones across borders,https://www.pymnts.com/news/cross-border-commerce/2016/paying-for-milestones-across-borders/,Cross-Border Transactions,0.65186256,Cross Border; Cross-Border Transactions
internet of things 2016 is public wi fi iots greatest ally or biggest flaw,https://www.pymnts.com/internet-of-things/2016/is-public-wi-fi-iots-greatest-ally-or-biggest-flaw/,Internet Of Things (IOT) Security,0.6382225,Internet Of Things (IOT) Security
news cross border commerce 2016 how to chip away at boundaries within the cross borders,https://www.pymnts.com/news/cross-border-commerce/2016/how-to-chip-away-at-boundaries-within-the-cross-borders/,Cross Border,0.67511374,Cross Border
 emv liability shift,https://www.pymnts.com/tag/emv-liability-shift/,Liability Shift,0.7351785,Liability Shift
internet of things 2016 att says most businesses eyeing iot adoption,https://www.pymnts.com/internet-of-things/2016/att-says-most-businesses-eyeing-iot-adoption/,Internet Of Things (IOT),0.60870945,Internet Of Things (IOT)
internet of things 2016 visas payments security expands to iot companies,https://www.pymnts.com/internet-of-things/2016/visas-payments-security-expands-to-iot-companies/,Internet Of Things (IOT) Security,0.6714226,Internet Of Things (IOT) Security
internet of things 2016 are humans the biggest roadblock to an iot world,https://www.pymnts.com/internet-of-things/2016/are-humans-the-biggest-roadblock-to-an-iot-world/,Internet Of Things (IOT),0.63362837,Internet Of Things (IOT); Internet Of Things (IOT) Security
news security and risk 2016 fraudsters gaming gamers out of money,https://www.pymnts.com/news/security-and-risk/2016/fraudsters-gaming-gamers-out-of-money/,Gaming Fraud,0.69138086,Gaming Fraud
internet of things 2016 ibm goes open source for better iot apps,https://www.pymnts.com/internet-of-things/2016/ibm-goes-open-source-for-better-iot-apps/,Internet Of Things (IOT),0.60472,Internet Of Things (IOT)
news security and risk 2016 the next dimension of 3d secure,https://www.pymnts.com/news/security-and-risk/2016/the-next-dimension-of-3d-secure/,3DS (3D Secure),0.64933276,3DS (3D Secure)
internet of things 2016 will iot be the next great spying tool,https://www.pymnts.com/internet-of-things/2016/will-iot-be-the-next-great-spying-tool/,Internet Of Things (IOT) Security,0.6390016,Internet Of Things (IOT); Internet Of Things (IOT) Security
company spotlight 2015 omnichannel a conduit for consumer choice,https://www.pymnts.com/company-spotlight/2015/omnichannel-a-conduit-for-consumer-choice/,Omnichannel,0.60712916,Omnichannel
exclusive series 2014 remitly has a mobile answer to international remittances,https://www.pymnts.com/exclusive-series/2014/remitly-has-a-mobile-answer-to-international-remittances/,Remittance Services,0.6010543,Remittance Services
news 2016 the edna of digital identity,https://www.pymnts.com/news/2016/the-edna-of-digital-identity/,Digital Identity,0.63001794,Digital Identity
company spotlight 2014 have apps get fraud,https://www.pymnts.com/company-spotlight/2014/have-apps-get-fraud/,Fraudulent Apps,0.6567172,Fraudulent Apps
company spotlight 2015 perfecting the ecommerce fraud juggling act,https://www.pymnts.com/company-spotlight/2015/perfecting-the-ecommerce-fraud-juggling-act/,E-commerce Fraud,0.624158,E-commerce Fraud
news fintech investments 2016 how finserv funding influences the election,https://www.pymnts.com/news/fintech-investments/2016/how-finserv-funding-influences-the-election/,Fintech,0.6000804,Fintech
internet of things 2016 iot ushers in a new wave of automation,https://www.pymnts.com/internet-of-things/2016/iot-ushers-in-a-new-wave-of-automation/,Internet Of Things (IOT),0.61803234,Internet Of Things (IOT)
internet of things 2016 the industrys iot scorecard,https://www.pymnts.com/internet-of-things/2016/the-industrys-iot-scorecard/,Internet Of Things (IOT),0.614526,Internet Of Things (IOT)
news biometrics 2016 is it time to cash in pins for biometrics,https://www.pymnts.com/news/biometrics/2016/is-it-time-to-cash-in-pins-for-biometrics/,Biometrics,0.6108375,Biometrics
news 2015 fraud prevention whats a merchant to do,https://www.pymnts.com/news/2015/fraud-prevention-whats-a-merchant-to-do/,Fraud Prevention,0.6063452,Fraud Prevention
news biometrics 2016 is biometrics putting the nail in the passwords coffin,https://www.pymnts.com/news/biometrics/2016/is-biometrics-putting-the-nail-in-the-passwords-coffin/,Biometrics,0.60737264,Biometric Authentication; Biometrics
news mobile commerce 2016 mobile capture in an age of rising fraud,https://www.pymnts.com/news/mobile-commerce/2016/mobile-capture-in-an-age-of-rising-fraud/,Mobile Phone Fraud,0.61045325,Mobile Phone Fraud
news omnicommerce 2016 omnichannel increasingly attractive to digital consumers,https://www.pymnts.com/news/omnicommerce/2016/omnichannel-increasingly-attractive-to-digital-consumers/,Omnichannel,0.6142569,Omnichannel
news omnicommerce 2016 the other p in omnichannel,https://www.pymnts.com/news/omnicommerce/2016/the-other-p-in-omnichannel/,Omnichannel,0.63374543,Omnichannel
internet of things 2016 getting intimate with iot,https://www.pymnts.com/internet-of-things/2016/getting-intimate-with-iot/,Internet Of Things (IOT),0.71871775,Internet Of Things (IOT); Internet Of Things (IOT) Security
in depth 2015 challenges opportunities abound in omnichannel,https://www.pymnts.com/in-depth/2015/challenges-opportunities-abound-in-omnichannel/,Omnichannel,0.6357029,Omnichannel
news 2016 where fintech stands in the future of finance,https://www.pymnts.com/news/2016/where-fintech-stands-in-the-future-of-finance/,Fintech,0.6617534,Fintech
news security and risk 2016 ftc slaps charges on cardready for credit card fraud,https://www.pymnts.com/news/security-and-risk/2016/ftc-slaps-charges-on-cardready-for-credit-card-fraud/,Credit Card Fraud,0.6117988,Credit Card Fraud
news 2016 security fears make iot gadgets tough sell,https://www.pymnts.com/news/2016/security-fears-make-iot-gadgets-tough-sell/,Internet Of Things (IOT) Security,0.6149231,Internet Of Things (IOT) Security
company spotlight 2015 the 911 call for a digital identity,https://www.pymnts.com/company-spotlight/2015/the-911-call-for-a-digital-identity/,Digital Identity,0.63838136,Digital Identity
news 2015 is byod becoming bring your own danger,https://www.pymnts.com/news/2015/is-byod-becoming-bring-your-own-danger/,Bring Your Own Device (BYOD),0.61101604,Bring Your Own Device (BYOD)
in depth 2014 paypal sans ebay now what,https://www.pymnts.com/in-depth/2014/paypal-sans-ebay-now-what/,PayPal,0.60916257,PayPal
news security and risk 2015 getting to the heart of biometric authentication,https://www.pymnts.com/news/security-and-risk/2015/getting-to-the-heart-of-biometric-authentication/,Biometric Authentication,0.6548796,Biometric Authentication
news 2015 twas the season of omnichannel,https://www.pymnts.com/news/2015/twas-the-season-of-omnichannel/,Omnichannel,0.63512814,Omnichannel
news security and risk 2015 black market demand fuels mobile id fraud,https://www.pymnts.com/news/security-and-risk/2015/black-market-demand-fuels-mobile-id-fraud/,Mobile Phone Fraud,0.608316,Mobile Phone Fraud
download emv and beyond whitepaper,https://www.pymnts.com/download-emv-and-beyond-whitepaper/,EMV,0.6087998,EMV
hank you consumer authentication deployment whitepaper,https://www.pymnts.com/thank-you-consumer-authentication-deployment-whitepaper/,Consumer Authentication,0.63167864,Consumer Authentication
security series in electronic payments,https://www.pymnts.com/security-series-in-electronic-payments/,Secure Electronic Transactions (SET),0.607169,Secure Electronic Transactions (SET)
download fraud protection for mobile apps whitepaper,https://www.pymnts.com/download-fraud-protection-for-mobile-apps-whitepaper/,Fraudulent Apps,0.6401781,Fraudulent Apps; Mobile Phone Fraud
download consumer authentication deployment whitepaper,https://www.pymnts.com/download-consumer-authentication-deployment-whitepaper/,Consumer Authentication,0.63686013,Consumer Authentication
white paper registration 2014 mobile fraud trends and impact,https://www.pymnts.com/white-paper-registration-2014-mobile-fraud-trends-and-impact/,Mobile Phone Fraud,0.6409551,Mobile Phone Fraud
does virtual currency have a place in global payments future,https://www.pymnts.com/does-virtual-currency-have-a-place-in-global-payments-future/,Virtual Currency,0.6712802,Virtual Currency
hank you does virtual currency have a place in global payments future,https://www.pymnts.com/thank-you-does-virtual-currency-have-a-place-in-global-payments-future/,Virtual Currency,0.6221984,Virtual Currency
money 2020 2015 are smart wallets the next big thing,https://www.pymnts.com/money-2020/2015/are-smart-wallets-the-next-big-thing/,Digital Wallets,0.6123937,Digital Wallets
news 2015 getting in step with tokenization,https://www.pymnts.com/news/2015/getting-in-step-with-tokenization/,Tokenization,0.62770534,Tokenization
in depth 2015 what transaction laundering really looks like,https://www.pymnts.com/in-depth/2015/what-transaction-laundering-really-looks-like/,Money Laundering,0.6456196,Money Laundering; Money Laundering Phases
news 2015 byod as a solution,https://www.pymnts.com/news/2015/byod-as-a-solution/,Bring Your Own Device (BYOD),0.6445146,Bring Your Own Device (BYOD)
in depth 2015 cyber insurance market to thrive triple by 2020,https://www.pymnts.com/in-depth/2015/cyber-insurance-market-to-thrive-triple-by-2020/,Cybersecurity Insurance,0.6008025,Cybersecurity Insurance
news 2015 cybercriminals target uks national crime agency,https://www.pymnts.com/news/2015/cybercriminals-target-uks-national-crime-agency/,"National Crime Agency , Uk (NCA)",0.6170872,"National Crime Agency , Uk (NCA)"
company spotlight 2015 healthcare industry fraud gets personal,https://www.pymnts.com/company-spotlight/2015/healthcare-industry-fraud-gets-personal/,Healthcare Fraud,0.6422846,Healthcare Fraud
news 2015 android security hack could compromise fingerprints,https://www.pymnts.com/news/2015/android-security-hack-could-compromise-fingerprints/,Device fingerprinting,0.60049635,Device fingerprinting
